Topic,Count,Name,Representation,Representative_Docs
254,92,254_middleware_proxy_ip_edge,"['middleware', 'proxy', 'ip', 'edge', 'redeploy', 'vercel', 'proxies', 'clickhouse', 'route', 'lambda']","['move middleware to project root and remove src middleware ts', 'add dynamic middleware method proxy', 'add middleware support']"
255,91,255_ignore_types_pr_type,"['ignore', 'types', 'pr', 'type', 'puppet', 'see', 'seed7', 'sarif', 'filetype', 'closes']","['ignore types add devicetree filetype see pr 2349', 'ignore types add asp pr 1134', 'ignore types add more nim types pr 1297']"
256,91,256_skiautil_sourcegenerator_skia_cs,"['skiautil', 'sourcegenerator', 'skia', 'cs', 'csproj', 'skiaassetloader', 'svg', 'skiamodel', 'update', 'skiacsharpcodegencounter']","['update skiautil cs', 'update skiautil cs', 'update skiautil cs']"
257,90,257_23ea_reverting_snapshot_back,"['23ea', 'reverting', 'snapshot', 'back', 'bom', 'version', '22ea', '22ea0', 'switch', 'to']","['reverting back to bom version 2 23ea snapshot', 'reverting back to bom version 2 23ea snapshot', 'reverting back to bom version 2 23ea snapshot']"
258,90,258_updating_bom_version_24ea84,"['updating', 'bom', 'version', '24ea84', '24ea0', '24ea47', '24ea55', '24ea65', '24ea46', '24ea72']","['updating to bom version 2 22 128', 'updating to bom version 2 22 128', 'updating to bom version 2 22 128']"
259,89,259_shader_shaderwrapper_vmobject_wrapper,"['shader', 'shaderwrapper', 'vmobject', 'wrapper', 'uniforms', 'dtype', 'mobject', 'data', 'get', 'id']","['have shaderwrapper read in data rather than other shader wrappers', 'use mobject data in place of shader data remove read data into shader', 'remove refresh shader data']"
260,89,260_grep_searcher_regex_matcher,"['grep', 'searcher', 'regex', 'matcher', 'cli', 'pcre2', 'printer', 'deps', 'bump', 'compress']","['grep 0 2 6', 'grep 0 3 1', 'grep 0 1 1']"
261,89,261_refactor_small_cleanup_andbit,"['refactor', 'small', 'cleanup', 'andbit', 'tiny', 'cleanups', 'questing', 'guarding', 'refector', 'marginal']","['refactor', 'refactor', 'refactor']"
262,89,262_grainier_implement_expression_parser,"['grainier', 'implement', 'expression', 'parser', 'rust', 'grammar', 'executor', 'executors', 'runtime', 'port']","['merge pull request 67 from grainier codex update readme md for implemented features update siddhi rust readme', 'merge pull request 55 from grainier codex implement grammar rules and unit tests implement store query parsing', 'merge pull request 8 from grainier codex complete implementation of event packages expand siddhi event modules']"
263,88,263_array_arrays_namedarrays_exemplar,"['array', 'arrays', 'namedarrays', 'exemplar', 'atm', 'namedarray', 'imp', 'arrayutilities', 'stretch', 'jagged']","['array updates', 'added to array', 'fix array']"
264,88,264_pdf_pdfme_manipulator_tmp,"['pdf', 'pdfme', 'manipulator', 'tmp', 'minor', 'devin', 'kyouhei', 'fukuda0729', 'fukuda', 'kyohei']","['wip v4 427 reconsider the internal data types and the template types 389 change schemaforui s data and readonlyvalue to content fix bug remove sampledata and instead always use content use content regardless of readonly or not eliminate defaultvalue and replace it with always using content change website template fix placeholder bug change generator test template change content to optional move getinputfromtemplate to common remove columns fix test move dynamictable excalidraw remove idea dir new basepdf type and support adding new pages to template 394 minor fix impl support adding new pages to template 111 fix test minor fix impl padding behavior update snapshot minor fix update snapshot add i18n remove option from blankpdf padding minor fix minor fix format add changeschemas unit test 403 minor fix add a version number to pdfme template from v4 onwards 404 impl minor fix padding move width 407 refactor position and size handling in helper ts fix bug add dynamictable schema 332 408 tmp add some comment update snapshot add deploy table script to package json add new template for playground bug fix for form fix cell editing bug fix adding rows doesn t change the overall height of the table fix padding problem fix build error fix bug minor fix fix new lines not reflecting correctly minor fix minor fix change tablestyles def add i18n small bugfix fix some todo remove japanese comment minor fix fix infinity loom for form fix save inputs bug fix window resize bug add skip for failing test and update snapshot minor fix add presets for playground minor fix reconsider the internal data types and the template types 389 change schemaforui s data and readonlyvalue to content fix bug remove sampledata and instead always use content use content regardless of readonly or not eliminate defaultvalue and replace it with always using content change website template fix placeholder bug change generator test template change content to optional move getinputfromtemplate to common remove columns fix test move dynamictable excalidraw remove idea dir new basepdf type and support adding new pages to template 394 minor fix impl support adding new pages to template 111 fix test minor fix impl padding behavior update snapshot minor fix update snapshot add i18n remove option from blankpdf padding minor fix minor fix format add changeschemas unit test 403 minor fix add a version number to pdfme template from v4 onwards 404 impl minor fix padding move width 407 refactor position and size handling in helper ts fix bug add dynamictable schema 332 408 tmp add some comment update snapshot add deploy table script to package json add new template for playground bug fix for form fix cell editing bug fix adding rows doesn t change the overall height of the table fix padding problem fix build error fix bug minor fix fix new lines not reflecting correctly minor fix minor fix change tablestyles def add i18n small bugfix fix some todo remove japanese comment minor fix fix infinity loom for form fix save inputs bug fix window resize bug add skip for failing test and update snapshot minor fix add presets for playground minor fix minor fix update imports and fix font rendering add a left sidebar for placing schemas 400 452 remove original add new field button add icon fix drag position bug minor fix fix sidebar position update snapshot minor fix update packages ui src components designer index tsx co authored by peter ward pete pennyblack io co authored by peter ward pete pennyblack io fix test improve left sidebar icon drop placement accuracy 454 fix spanish translations for v4 463 fix 431 v4 467 feat add french language feat relecture feat add french language co authored by regis regis add french language option to playground rename table export name to tablebeta co authored by peter ward pete pennyblack io co authored by iker diez ikerd users noreply github com co authored by r gis regis charnace leandco fr', 'merge pull request 163 from pdfme issue 162 use pdfme pdf lib instead of pdf lib', 'use pdfme pdf lib instead of pdf lib']"
265,88,265_json_package_global_committed,"['json', 'package', 'global', 'committed', 'appsettings', 'modified', 'packagejson', 'fc', 'version', 'bower']","['update package json', 'update package json', 'update package json']"
266,88,266_promotion_work_on_anlytics,"['promotion', 'work', 'on', 'anlytics', 'promotions', 'promote', 'fcl', 'influence', 'skip', 'don']","['work on promotion', 'work on promotion', 'work on promotion']"
267,87,267_jremillard_osm_unit_todo,"['jremillard', 'osm', 'unit', 'todo', 'valgrind', 'overpass', 'osmdata', 'xsd', 'coverage', 'mru']","['merge pull request 7 from jremillard codex update readme md with dependencies and fixes improve readme formatting and dependencies', 'merge pull request 12 from jremillard codex update md for debug and release builds update build instructions', 'merge pull request 10 from jremillard codex create md with build and test steps update instructions']"
268,86,268_init_defaults_initialization_default,"['init', 'defaults', 'initialization', 'default', 'fbo', 'initialize', 'super', 'initialisation', 'initial', 'nextint']","['add defaults to init', 'add defaults to init', 'add defaults to init']"
269,86,269_dev_upstream_commit_into,"['dev', 'upstream', 'commit', 'into', 'remote', 'tracking', 'gg', 'merge', 'branch', 'master']","['merge commit into dev', 'merge commit into dev', 'merge commit into dev']"
270,85,270_m45_science_panel_mod,"['m45', 'science', 'panel', 'mod', 'writejsonatomic', 'cdx', 'moderator', 'durafmt', 'locate', 'web']","['merge pull request 207 from m45 science codex web panel and audit log', 'merge pull request 185 from m45 science codex codex', 'merge pull request 167 from m45 science codex codex']"
271,84,271_lock_lockfile_sleep_cw,"['lock', 'lockfile', 'sleep', 'cw', 'deadlock', 'trap', 'locks', 'unlock', 'held', 'cargo']","['lock update', 'update lock', 'fix lock']"
272,84,272_julia_juliaformatter_wip_array,"['julia', 'juliaformatter', 'wip', 'array', 'percentpositive', 'deprecates', 'isnan', 'mitos', 'katex', 'solve']","['fix test for julia 1 0 and 1 6', 'use julia 0 4', 'use julia 0 4']"
273,84,273_docx_doc_docs_capitalize,"['docx', 'doc', 'docs', 'capitalize', 'fixing', 'documenter', 'regen', 'pillow', 'wording', 'berkecanrizai']","['work on docx export', 'work on docx', 'fix for docx']"
274,83,274_develop_origin_remote_tracking,"['develop', 'origin', 'remote', 'tracking', 'cool', 'cpus', 'into', 'ea', 'branch', 'testing']","['merge remote tracking branch origin develop into develop', 'merge remote tracking branch origin develop into develop', 'merge remote tracking branch origin develop into develop']"
275,83,275_avaloniamodelextensions_cs_tooltabstrip_avaloniamodelpolymorphictyperesolver,"['avaloniamodelextensions', 'cs', 'tooltabstrip', 'avaloniamodelpolymorphictyperesolver', 'assemblyinfo', 'avaloniadockserializer', 'avaloniaassetloader', 'axaml', 'update', 'avalonialistjsonconverter']","['update avaloniamodelextensions cs', 'update avaloniamodelextensions cs', 'update avaloniamodelextensions cs']"
276,83,276_vote_rewind_votes_recount,"['vote', 'rewind', 'votes', 'recount', 'map', 'voting', 'fraud', 'voterewind', 'reset', 'void']","['vote rewind testing', 'vote rewind start', 'start vote rewind']"
277,83,277_25ea_reverting_27ea_snapshot,"['25ea', 'reverting', '27ea', 'snapshot', 'back', 'bom', 'version', 'to', 'stable', 'black']","['reverting back to bom version 2 25ea snapshot', 'reverting back to bom version 2 25ea snapshot', 'reverting back to bom version 2 25ea snapshot']"
278,83,278_go_katago_gtp_gtpclient,"['go', 'katago', 'gtp', 'gtpclient', 'kataplay', 'board', 'moves', 'proxy', 'genmove', 'game']","['go move gtpclient to a new module', 'go clarify names for go game types', 'go create a new gtpclient for sending messages to the gtp proxy']"
279,83,279_shortcuts_focus_shortcut_ctrl,"['shortcuts', 'focus', 'shortcut', 'ctrl', 'working', 'correctly', 'pressing', 'keys', 'callback', 'not']","['fix shortcuts not being disabled correctly when menu items are disabled 1992 fix crash on undo redo shortcut press when in title screen problem description imhex crashes when by default ctrl z y undo redo is pressed when on title starting screen no file open tested on windows release build and linux wsl from source build this is due to the shortcut s callback being called even if the is see function theoretically this is prevented by the function passsed to in this case though correctly propagates to menu item creation but does not pass to shortcut creation thus when handling shortcuts is not used at all and the shortcut s callback can be called in contradiction with its preconditions specified by implementation description the implementation wraps the callback in a check that decides whether the shortcut is enabled or not see changed files this function is then passed along instead of the shortcut s callback alternatively we can check for in the callback directly this would require modification of s contents i did not choose this implementation because i do not think it addresses the root of the issue screenshots none additional things i m not sure how big of a deal it is but i am unsure whether i can capture by reference or not', 'fix some shortcuts not working correctly on macos', 'fix shortcuts not working correctly in web build']"
280,82,280_into_branch_eop_master,"['into', 'branch', 'eop', 'master', 'basel', 'sharedkey', 'martindev', 'kiwijuice', 'wawacai', 'caomei']","['merge branch master into update', 'merge branch master into 0 5 0', 'merge branch master into 0 9 0']"
281,82,281_bozelosp_consolidate_identify_terminology,"['bozelosp', 'consolidate', 'identify', 'terminology', 'swc', 'morphology', 'codex', 'cryptic', 'bugs', 'scripts']","['merge pull request 4 from bozelosp codex refactor variable names and comments', 'merge pull request 8 from bozelosp codex create a basic readme file', 'merge pull request 29 from bozelosp codex improve readme md file']"
282,82,282_args_arg_typs_arr,"['args', 'arg', 'typs', 'arr', 'argument', 'argc', 'argv', 'arguments', 'argparse', 'brk']","['default args', 'fixed args', 'update args']"
283,82,283_rust_f2011b_shinnku_nikaidou,"['rust', 'f2011b', 'shinnku', 'nikaidou', 'ami', 'circleci', 'pyo3', 'whl', 'backend', 'offline']","['merge pull request 71 from f2011b codex refactor folder structure for rust refactor rust crates into subfolder', 'merge pull request 49 from f2011b codex add windows build support fix windows build for rust extensions', 'merge pull request 38 from f2011b codex add test for rust module usage add backend selection test']"
284,81,284_brew_tap_pkg_homebrew,"['brew', 'tap', 'pkg', 'homebrew', 'brewfile', 'formula', 'hashlibplus', 'cask', 'moshen', 'osx']","['update brew tap', 'update brew tap to 0 2 5', 'update brew tap to 0 5 0']"
285,81,285_24ea_reverting_snapshot_back,"['24ea', 'reverting', 'snapshot', 'back', 'bom', 'version', '17', 'to', '', '']","['reverting back to bom version 2 24ea snapshot', 'reverting back to bom version 2 24ea snapshot', 'reverting back to bom version 2 24ea snapshot']"
286,81,286_filename_rename_filenames_file,"['filename', 'rename', 'filenames', 'file', 'uploaded', 'lowercase', 'name', 'covered', '0rc4', 'flyspray']","['remove filename with special characters the filename are already covered in', 'remove filename with special characters the filename are already covered in', 'fix filename bug']"
287,81,287_provider_providers_crash_closing,"['provider', 'providers', 'crash', 'closing', 'opening', 'being', 'when', 'view', 'diff', 'correctly']","['fix crash when closing provider that s open in the diff view', 'fix no provider being selected in some cases when closing a provider', 'fix crash when closing provider that was used in view provider']"
288,80,288_skiamodelextensions_cs_update_wpf,"['skiamodelextensions', 'cs', 'update', 'wpf', 'skiacsharpmodelextensions', 'fluentextensions', 'skiasharp', 'views', 'removed', '']","['update skiamodelextensions cs', 'update skiamodelextensions cs', 'update skiamodelextensions cs']"
289,80,289_polymer_wso2_upgrade_remote,"['polymer', 'wso2', 'upgrade', 'remote', 'tracking', 'branch', 'master', 'upgrading', 'checkpoint', 'signals']","['polymer 2 upgrade', 'polymer 2 upgrade', 'polymer 2 upgrade']"
290,80,290_warnings_warning_statistical_analysis,"['warnings', 'warning', 'statistical', 'analysis', 'analys', 'crt', 'reversed', '335', 'fix', 'cpickle']","['fix warnings', 'fix warnings', 'fix warnings']"
291,80,291_2021_12_10_11,"['2021', '12', '10', '11', 'deploy', 'update', '18', '21', 'war', 'deployment']","['update 2021 12 10', 'update 2021 10 12', 'update 2021 10 12']"
292,80,292_braboj_headings_headers_mkdocs,"['braboj', 'headings', 'headers', 'mkdocs', 'header', 'examples', 'pillow', 'analyze', 'markdown', 'aiohttp']","['merge pull request 104 from braboj codex check folders 01 10 for missing headings add consistent headers to examples', 'merge pull request 73 from braboj codex update headers in python examples clarify example headers', 'merge pull request 157 from braboj braboj proof reading update the project examples']"
293,80,293_mainwindow_xaml_cs_update,"['mainwindow', 'xaml', 'cs', 'update', 'windowactivationhelper', '', '', '', '', '']","['update mainwindow xaml cs', 'update mainwindow xaml cs', 'update mainwindow xaml cs']"
294,79,294_performance_tuning_improvements_accountmanagerbenchmarkmain,"['performance', 'tuning', 'improvements', 'accountmanagerbenchmarkmain', 'faster', 'strawman', 'dein', 'network', 'valuable', 'deque']","['fix performance', 'fix performance', 'fix performance']"
295,79,295_unused_import_imports_unneeded,"['unused', 'import', 'imports', 'unneeded', 'remove', 'removed', 'unusued', 'unneccesary', 'reflectionclass', 'canvasutils']","['remove unused import', 'remove unused import', 'remove unused import']"
296,79,296_former_id_commit_cave,"['former', 'id', 'commit', 'cave', 'smartpathfinder', 'cpp', 'boostpython', 'potion', 'bitbucket', 'edited']","['bug fixes former commit id former commit id', 'fix former commit id former commit id', 'fix former commit id former commit id']"
297,78,297_hash_hashing_sha256_md5,"['hash', 'hashing', 'sha256', 'md5', 'cracking', 'hashes', 'sha1', 'sha512', 'checksum', 'magic']","['adding sha256 magic hash more info', 'hash updates', 'add hash type']"
298,78,298_dev_brainstorm_polymer2_into,"['dev', 'brainstorm', 'polymer2', 'into', 'branch', 'lrc', 'of', 'merge', 'dhmkh', '301']","['merge branch dev of into dev', 'merge branch dev of into dev', 'merge branch dev of into dev']"
299,77,299_passwords_password_betterdefaultpasslist_govolution,"['passwords', 'password', 'betterdefaultpasslist', 'govolution', 'source', 'ssh', 'patch', 'txt', 'default', 'chacka0101']","['merge pull request 357 from govolution patch 3 update ssh betterdefaultpasslist txt', 'merge pull request 556 from govolution patch 7 update ssh betterdefaultpasslist txt source', 'merge pull request 222 from govolution patch 2 update ssh betterdefaultpasslist txt source']"
300,76,300_pip_python_pyproject_requirements,"['pip', 'python', 'pyproject', 'requirements', 'pycairo', 'tox', 'install', '18342', 'sympy', 'pycodestyle']","['fix pip install e', 'pip version', 'add new pip requirements']"
301,76,301_ryanoasis_bugfix_font_patcher,"['ryanoasis', 'bugfix', 'font', 'patcher', 'feature', 'ligatures', 'fstype', 'cascadiacode', 'fonts', 'mono']","['merge pull request 695 from ryanoasis feature panose monospaced font patcher improve mono compatibility with windows', 'merge pull request 1060 from ryanoasis bugfix font metrics rewrite font height calculation', 'merge pull request 687 from ryanoasis bugfix fstype font does not open bugfix fstype font does not open']"
302,75,302_typo_doc_typos_pr,"['typo', 'doc', 'typos', 'pr', 'lib', 'faq', 'docs', 'textbook', 'authors', 'closes']","['doc fix typo', 'doc fix typo', 'doc fix typo']"
303,75,303_tidy_skiasharp_props_code,"['tidy', 'skiasharp', 'props', 'code', 'sundry', 'wider', 'inspections', 'numerous', 'harfbuzz', 'nativeassets']","['code tidy', 'code tidy', 'code tidy']"
304,75,304_animation_idle_sprite_kick,"['animation', 'idle', 'sprite', 'kick', 'run', 'ball', 'player', 'sprites', 'delay', 'blue']","['adjust run delay cycles and ball delay from kick start for improved animation timing', 'preserve idle player position during kick animation', 'prevent idle sprite overlap during blue run animation']"
305,75,305_beta_10_alpha_11,"['beta', '10', 'alpha', '11', 'alpha1', 'snakeyaml', '663', 'func', 'quite', 'general']","['2 8 0 beta 2', '2 8 1 beta 3', '2 9 0 beta 5']"
306,75,306_regex_literal_inner_x20,"['regex', 'literal', 'inner', 'x20', 'literals', 'redos', 'regexp', 'regexutilities', 'x20s', 'we']","['added test for in regex', 'updated regex for', 'update regex']"
307,75,307_rc_subproject_secrets_24,"['rc', 'subproject', 'secrets', '24', '21', 'reference', '22', 'commit', '26', '20']","['24 5 3 rc 2', '24 0 4 rc 1', '24 4 7 rc 1']"
308,74,308_bastelix_und_anpassen_men,"['bastelix', 'und', 'anpassen', 'men', 'seite', 'erstelle', 'fe', 'im', 'auf', 'fehler']","['merge pull request 15 from bastelix codex men element und seite verschieben', 'merge pull request 82 from bastelix codex update readme and docs with preview instructions', 'merge pull request 34 from bastelix codex abomodelle anpassen und entfernen']"
309,74,309_annotations_annotation_cluster_notnull,"['annotations', 'annotation', 'cluster', 'notnull', 'annotate', '412', 'colmap', 'intellij', 'indexedvectors', 'executionplan']","['annotations', 'annotations', 'annotations']"
310,74,310_userguide_guidelines_updated_docs,"['userguide', 'guidelines', 'updated', 'docs', 'guide', 'aflat', 'documentation', 'hall', 'david', 'user']","['updated userguide', 'updated userguide', 'updated userguide md']"
311,74,311_camera_frame_cameraframe_coords,"['camera', 'frame', 'cameraframe', 'coords', 'movingcamera', 'center', 'pixel', 'movingcamerascene', '3d', 'scene']","['add get set field of view for camera frame', 'added is in frame method to camera', 'fixed camera is in frame']"
312,74,312_xss_polyglot_payloads_brutelogic,"['xss', 'polyglot', 'payloads', 'brutelogic', 'alert', 'payload', 'bypass', 'xxe', 'polyglots', 'challenge']","['refactoring xss 0', 'add more xss', 'added xss readme']"
313,74,313_debug_sec_17_failed,"['debug', 'sec', '17', 'failed', 'passed', 'start', 'test', '8queens', 'remove', 'codec']","['remove debug', 'remove debug', 'istamboolairport remove debugging output of caching activity todo start 1 image codec test 1 17 test 1 image codec test failed 4342 53 sec start 2 test extrapolator 2 17 test 2 test extrapolator passed 1451 69 sec start 3 08 system 3 17 test 3 08 system passed 0 35 sec start 4 8queens 4 17 test 4 8queens failed 1 66 sec start 5 exponentiation test 5 17 test 5 exponentiation test failed 0 25 sec start 6 fraction test 6 17 test 6 fraction test passed 0 23 sec start 7 integer test 7 17 test 7 integer test passed 57 73 sec start 8 modulo test 8 17 test 8 modulo test passed 0 22 sec start 9 polyfit test 9 17 test 9 polyfit test passed 0 15 sec start 10 product test 10 17 test 10 product test passed 0 48 sec start 11 schooltasks 11 17 test 11 schooltasks passed 0 20 sec start 12 stasis 12 17 test 12 stasis passed 0 21 sec start 13 sum test 13 17 test 13 sum test failed 198 84 sec start 14 varhost test 14 17 test 14 varhost test passed 0 28 sec start 15 logic 15 17 test 15 logic passed 35 21 sec start 16 sh test 16 17 test 16 sh test failed 9 25 sec start 17 ts 17 17 test 17 ts failed 76 39 sec 65 tests passed 6 tests failed out of 17 total test time real 6176 79 sec the following tests failed 1 image codec test failed 4 8queens failed 5 exponentiation test failed 13 sum test failed 16 sh test failed 17 ts failed']"
314,73,314_rust_toolchain_rustfmt_rs,"['rust', 'toolchain', 'rustfmt', 'rs', 'crates', 'msrv', 'imgui', 'ryanrussell', 'rustup', 'style']","['docs update rust readme', 'remove rust version', 'add rust to readme']"
315,73,315_sksvg_cs_sksvgtests_sksvgsettings,"['sksvg', 'cs', 'sksvgtests', 'sksvgsettings', 'sksvgdraweventargs', 'update', 'drawing', 'call', 'fix', '']","['update sksvg cs', 'update sksvg cs', 'update sksvg cs']"
316,73,316_print_println_statement_prints,"['print', 'println', 'statement', 'prints', 'mut', 'stray', 'printf', 'prety', 'printnightmare', 'removed']","['remove print', 'fix print', 'fix print']"
317,73,317_edinsoncs_wallet_blockchain_mejorar,"['edinsoncs', 'wallet', 'blockchain', 'mejorar', 'explorer', 'corregir', 'agregar', 'profesionalmente', 'con', 'crear']","['merge pull request 105 from edinsoncs codex agregar logout de wallet y mejoras ui add wallet management and export options', 'merge pull request 118 from edinsoncs codex corregir error al crear wallet fix delegate selection for wallet creation', 'merge pull request 29 from edinsoncs codex mejorar blockchain profesionalmente add advanced blockchain utilities and api']"
318,72,318_updating_bom_version_26ea1,"['updating', 'bom', 'version', '26ea1', '23ea1', '23ea92', '26ea28', '23ea75', '23ea37', '23ea25']","['updating to bom version 2 26ea1', 'updating to bom version 2 23ea1', 'updating to bom version 2 26ea1']"
319,72,319_axaml_mainwindow_app_cs,"['axaml', 'mainwindow', 'app', 'cs', 'update', 'texteditorwindow', 'resetwindowlayoutwindow', 'appbuilderextensions', '', '']","['update mainwindow axaml cs', 'update mainwindow axaml cs', 'update mainwindow axaml cs']"
320,72,320_cleanups_cleanup_clean_126,"['cleanups', 'cleanup', 'clean', '126', 'misc', 'up', 'resnets', 'additonal', '138', '187']","['cleanups', 'cleanups', 'cleanups']"
321,71,321_jorgesanabria_middleware_odata_linq,"['jorgesanabria', 'middleware', 'odata', 'linq', 'activerecord', 'relation', 'lazyrelation', 'middlewares', 'dbal', 'rx']","['merge pull request 63 from jorgesanabria codex crear middleware odata para consulta add odata middleware', 'merge pull request 21 from jorgesanabria codex new task implement middleware method proxy', 'merge pull request 19 from jorgesanabria codex implement middleware support in dbal add middleware support for crud operations']"
322,71,322_sentrysoftware_v3_slf4j_spotbugs,"['sentrysoftware', 'v3', 'slf4j', 'spotbugs', 'feature', 'bwk', 'dependabot', 'org', 'maven', 'simple']","['merge pull request 17 from sentrysoftware feature update doc updated readme md', 'merge pull request 81 from sentrysoftware dependabot github actions sentrysoftware workflows 3 bump sentrysoftware workflows from 2 to 3', 'merge pull request 60 from sentrysoftware dependabot github actions sentrysoftware workflows 2 bump sentrysoftware workflows from 1 to 2']"
323,71,323_chart_charts_legend_rello,"['chart', 'charts', 'legend', 'rello', 'js', 'v4', 'customisation', 'funnel', 'series', 'doughnut']","['change chart options', 'chart js 3 6', 'chart js 3 4 1']"
324,71,324_saml_work_on_adfs,"['saml', 'work', 'on', 'adfs', 'kerbrute', 'roasting', 'asrep', 'golden', 'sp', 'exploitation']","['work on saml', 'work on saml', 'work on saml']"
325,70,325_sponsors_sponsor_fraud_endorsements,"['sponsors', 'sponsor', 'fraud', 'endorsements', 'donation', 'donate', 'sponsorship', 'detection', 'endorsement', 'sponsoring']","['update sponsors', 'update sponsors', 'update sponsors']"
326,70,326_imhex_crash_when_writable,"['imhex', 'crash', 'when', 'writable', 'crashing', 'crashes', 'splash', 'restarting', 'sys', 'description']","['fix loading a project crashes imhex', 'fix crash in some cases when starting imhex with open', 'sys added debug function to crash imhex']"
327,70,327_namespace_namespaces_namespaceswap_nsp,"['namespace', 'namespaces', 'namespaceswap', 'nsp', 'rebaseline', 'gpts', 'extraction', 'usings', 'insert', '303']","['namespace fix', 'namespace', 'namespace']"
328,70,328_wieslawsoltes_shimskiasharp_headless_controls,"['wieslawsoltes', 'shimskiasharp', 'headless', 'controls', 'hit', 'codex', 'guide', 'appearance', 'hittest', 'unit']","['merge pull request 519 from wieslawsoltes codex add documentation for tracking controls usage add tracking controls documentation', 'merge pull request 589 from wieslawsoltes codex add new headless tests for and controls add missing headless tests', 'merge pull request 524 from wieslawsoltes codex add documentation for controls usage add control docs']"
329,70,329_hap_bioinformatics_regions_region,"['hap', 'bioinformatics', 'regions', 'region', '280', 'rocs', '267', 'som', 'vcfeval', 'fasta']","['merge pull request 25 from bioinformatics hap 209 hap 209 hap 210 hap 212', 'merge pull request 22 from bioinformatics hap 189 hap 189 and hap 207', 'merge pull request 47 from bioinformatics dev hap py 0 3 6 release']"
330,70,330_projects_project_old_moved,"['projects', 'project', 'old', 'moved', 'moving', 'renamed', 'topology', 'retiring', 'patreon', 'bayes']","['removed projects', 'removed projects', 'moved projects']"
331,70,331_program_cs_clonehelper_tool,"['program', 'cs', 'clonehelper', 'tool', 'csharpcodegen', 'update', 'drophelper', 'tools', 'cpp', 'azure']","['update program cs', 'update program cs', 'update program cs']"
332,70,332_threads_release_chronicle_alpha,"['threads', 'release', 'chronicle', 'alpha', 'prepare', 'plugin', 'maven', 'beta', 'wire', '14']","['maven release plugin prepare release chronicle threads 1 5 0', 'maven release plugin prepare release chronicle threads 1 1 5', 'maven release plugin prepare release chronicle threads 1 7 7']"
333,70,333_rename_peter_pile_games,"['rename', 'peter', 'pile', 'games', 'kwargs', 'lawrey', 'homes', 'futbol', 'football', 'scopemod']","['rename', 'rename', 'rename']"
334,69,334_2020_12_10_11,"['2020', '12', '10', '11', 'update', '22', '15', '31', '28', '27']","['update 2020 10 12', 'update 2020 10 12', 'update 2020 12 10']"
335,69,335_imgui_v1_build_implot,"['imgui', 'v1', 'build', 'implot', '91', '90', '92', 'opengl3', 'endchild', '2325']","['build rename imgui custom to imgui backend', 'build updated imgui', 'build update imgui']"
336,68,336_benchmark_benchmarks_benchsuite_subtitle,"['benchmark', 'benchmarks', 'benchsuite', 'subtitle', 'bench', 'sift', 'ucg', 'fmt', 'ugrep', 'pt']","['improve benchmark', 'benchmark', 'benchsuite add updated benchmarks']"
337,68,337_installer_install_installation_instructions,"['installer', 'install', 'installation', 'instructions', 'chocolatey', 'setup', 'recorded', 'scoop', 'unattended', 'destructive']","['doc install add powershell web installer', 'fix installer bug', 'update installer build script and docs']"
338,68,338_version_v1_101308_upgrade,"['version', 'v1', '101308', 'upgrade', 'v2', 'beta', 'downloadpfam', 'update', '1757', 'android']","['update version to 2 0 2', 'update version to 1 0 9', 'update version to 3 2 2']"
339,68,339_rokyed_car_zoom_touch,"['rokyed', 'car', 'zoom', 'touch', 'wheels', 'vertex', 'distance', 'sword', 'thickness', 'rotation']","['merge pull request 22 from rokyed codex fix zoom with touch fix touch zoom handling', 'merge pull request 52 from rokyed codex create car add car', 'merge pull request 23 from rokyed codex fix zoom not working fix zoom handling and rotation bug']"
340,67,340_yamlfix_art_cpp_yaml,"['yamlfix', 'art', 'cpp', 'yaml', 'format', 'files', 'yml', 'prepare', 'with', '23']","['art format yaml files with yamlfix', 'art format yaml files with yamlfix', 'art format yaml files with yamlfix']"
341,67,341_navigation_nav_navigate_keyboard,"['navigation', 'nav', 'navigate', 'keyboard', 'navigateadapter', 'navigationservice', 'viewing', 'commands', 'hauptmenue', 'callmodule']","['work on navigation', 'fix navigation', 'fix navigation']"
342,67,342_class_alias_aliases_renaming,"['class', 'alias', 'aliases', 'renaming', 'classes', 'consistency', 'converting', 'odr', 'name', 'classforname']","['change class name', 'when a class alias is missing don t set it to the full class name just leave it as a default', 'class lookup default apply alias 633 support converting to a class alias support converting to a class alias']"
343,67,343_oidc_updating_bom_version,"['oidc', 'updating', 'bom', 'version', '25ea19', '25ea14', '25ea1', '25ea0', '25ea18', '25ea38']","['work on oidc', 'work on oidc', 'work on oidc']"
344,67,344_domain_domains_remix_theming,"['domain', 'domains', 'remix', 'theming', 'sites', 'enumeration', 'reassigning', 'federation', 'select0', 'repspect']","['new domain', 'new domain', 'fix for domain']"
345,67,345_optimization_optimizations_optimizer_marshalling,"['optimization', 'optimizations', 'optimizer', 'marshalling', 'optimizers', '405', 'efficiency', 'optimize', 'isequation', 'evolutionary']","['optimization', 'optimization', 'optimization']"
346,67,346_yml_build_buildcheck_update,"['yml', 'build', 'buildcheck', 'update', 'buildchecks', 'psonar', 'v4', 'instability', 'lfs', 'flakiness']","['update build yml', 'update build yml', 'update build yml']"
347,67,347_changelog_docs_doc_logging,"['changelog', 'docs', 'doc', 'logging', 'tasks', 'updates', '2796', '2704', 'update', '1694']","['docs update changelog', 'docs update changelog', 'docs update changelog']"
